ID,Full Name,Name,Prefix,Sex,Sire ID,Dam ID,Owner CTU ID,Owned
CTC237,KW Kimi,Kimi,KW,Female,CTC247,CTC250,,No
CTC255,AR Gaia,Gaia,AR,Female,CTC256,CTC257,,No
CTC280,RM Mia,Mia,RM,Female,CTC273,CTC279,,No
CTC284,RM Jordana,Jordana,RM,Female,CTC273,CTC279,,No
CTC287,LB Rhedija,Rhedija,LB,Female,CTC285,CTC286,,No
CTC291,CMM Masked Flame,Masked Flame,CMM,Male,CTC289,CTC290,,No
CTC296,M&M Samara,Samara,M&M,Female,CTC294,CTC295,,No
CTC297,M&M Farah,Farah,M&M,Female,CTC294,CTC295,,No
CTC299,TnS Kozue,Kozue,TnS,Female,CTC375,CTC886,,Yes
CTC300,M&M Leila,Leila,M&M,Female,CTC294,CTC295,,No
CTC306,RM Darcy,Darcy,RM,Female,CTC29,,,No
CTC324,RM Letty,Letty,RM,Female,CTC273,CTC279,,No
CTC325,RM Pardoes,Pardoes,RM,Female,CTC273,CTC324,,No
CTC326,RM Poppy,Poppy,RM,Female,CTC273,CTC324,,No
CTC340,MF Curry,Curry,MF,Male,CTC338,CTC339,,No
CTC372,TOM Zola,Zola,TOM,Female,CTC370,CTC371,,No
CTC383,FS Rogan,Rogan,FS,Male,,CTC384,,No
CTC386,CMM Hot Spot,Hot Spot,CMM,Female,CTC228,CTC385,,No
CTC563,MF Amaranth,Amaranth,MF,Female,CTC330,CTC336,,No
CTC597,SLM'S Lilo,Lilo,SLM'S,Male,CTC601,CTC707,,Yes
CTC629,SLM'S BlueBelle,BlueBelle,SLM'S,Female,CTC698,CTC699,,Yes
CTC630,SLM'S Swablu,Swablu,SLM'S,Female,CTC698,CTC699,,Yes
CTC631,SLM'S Ocean,Ocean,SLM'S,Male,CTC698,CTC699,,Yes
CTC658,SLM's Pluck,Pluck,SLM's,Female,CTC601,CTC707,,Yes
CTC687,M2,M2,,Male,CTC656,CTC657,,Yes
CTC690,M5,M5,,Male,CTC656,CTC657,,Yes
CTC688,M1,M1,,Male,CTC656,CTC657,,Yes
CTC689,M4,M4,,Male,CTC656,CTC657,,Yes
CTC691,M6,M6,,Male,CTC656,CTC657,,Yes
CTC692,F5,F5,,Female,CTC656,CTC657,,Yes
CTC693,F3,F3,,Female,CTC656,CTC657,,Yes
CTC694,F4,F4,,Female,CTC656,CTC657,,Yes
CTC695,M3,M3,,Male,CTC656,CTC657,,Yes
CTC696,F2,F2,,Female,CTC656,CTC657,,Yes
CTC697,F1,F1,,Female,CTC656,CTC657,,Yes
CTC712,SLM's Goosebumps,Goosebumps,SLM's,Male,CTC698,CTC699,,Yes
CTC723,SLM's Doblo,Doblo,SLM's,Male,CTC601,CTC707,,Yes
CTC725,SLM's Rintin,Rintin,SLM's,Male,CTC601,CTC707,,Yes
CTC730,SLM's Prosecco,Prosecco,SLM's,Male,CTC601,CTC707,,Yes
CTC731,SLM's Veneto,Veneto,SLM's,Male,CTC601,CTC707,,Yes
CTC740,TnS Ran,Ran,TnS,Female,CTC377,CTC747,,Yes
CTC746,TnS Risu,Risu,TnS,Female,CTC377,CTC952,,Yes
CTC747,TnS Riku,Riku,TnS,Female,CTC369,CTC748,,Yes
CTC754,TnS Kakei,Kakei,TnS,Female,CTC40,CTC755,,Yes
CTC760,TnS Chikara,Chikara,TnS,Male,CTC769,CTC770,,Yes
CTC767,TnS Ryoko,Ryoko,TnS,Female,CTC785,CTC382,,Yes
CTC770,TnS Moka,Moka,TnS,Female,CTC379,CTC899,,Yes
CTC772,TnS Junzen,Junzen,TnS,Male,CTC172,CTC367,,Yes
CTC773,TnS Ninko,Ninko,TnS,Female,CTC375,CTC774,,Yes
CTC778,TnS Kujaku,Kujaku,TnS,Male,CTC377,CTC780,,Yes
CTC781,KW Satoshi,Satoshi,KW,Male,CTC783,CTC250,,No
CTC785,TnS Takiyo,Takiyo,TnS,Male,CTC379,CTC786,,Yes
CTC786,TnS Hakuko,Hakuko,TnS,Female,CTC377,CTC364,,Yes
CTC810,MD Camille,Camille,MD,Female,CTC672,CTC814,,Yes
CTC811,MD Sylvie,Sylvie,MD,Female,CTC672,CTC814,,Yes
CTC812,MD Emily,Emily,MD,Female,CTC672,CTC815,,Yes
CTC813,MD Mindy,Mindy,MD,Female,CTC672,CTC815,,Yes
CTC959,KW Kieran,Kieran,KW,Male,CTC961,CTC362,,No
CTC970,TnS Koi,Koi,TnS,Female,CTC379,CTC971,,Yes
CTC983,TnS Motoo,Motoo,TnS,Male,CTC379,CTC972,,Yes
CTC985,TnS Itako,Itako,TnS,Female,CTC379,CTC986,,Yes
CTC1062,DM Helga,Helga,DM,Female,CTC517,CTC510,,Yes
CTC1064,DM Fuzzby,Fuzzby,DM,Female,CTC517,CTC510,,Yes
CTC1065,DM Kitty,Kitty,DM,Female,CTC517,CTC510,,Yes
CTC1096,DM Eva,Eva,DM,Female,CTC521,CTC516,,Yes
CTC1189,SLM's Ice Queen,Ice Queen,SLM's,Female,CTC601,CTC707,,Yes
CTC1858,SLM's Iolite,Iolite,SLM's,Female,CTC601,CTC707,,Yes
CTC2060,Michel,Michel,,Male,CTC521,CTC516,,Yes
CTC152,MLP Hiro,Hiro,MLP,Male,CTC154,CTC156,,Yes
CTC153,MLP Cara,Cara,MLP,Female,CTC154,CTC155,,Yes
CTC163,LB Chibi,Chibi,LB,Male,,,,No
CTC164,LB Quicksilver,Quicksilver,LB,Female,,,,No
CTC177,PvK Lovegood,Lovegood,PvK,Female,,,,No
CTC179,MLP Ella,Ella,MLP,Female,CTC154,CTC180,,Yes
CTC181,MLP Eric,Eric,MLP,Male,CTC154,CTC180,,Yes
CTC183,MLP Nina,Nina,MLP,Female,CTC154,CTC182,,Yes
CTC194,M3 Mex,Mex,M3,Male,,,,No
CTC196,CoCM Gifted Spirit,Gifted Spirit,CoCM,Male,,,,No
CTC199,PvK Mr. Midnight,Mr. Midnight,PvK,Male,,,,No
CTC209,JW Casanova,Casanova,JW,Male,,,,No
CTC210,TOM Cherise,Cherise,TOM,Female,,,,No
CTC218,CM Bellatrix,Bellatrix,CM,Female,,,,No
CTC219,DM Domino,Domino,DM,Female,,,,No
CTC223,LvD Felix,Felix,LvD,Male,,,,No
CTC224,PvK Gracie,Gracie,PvK,Female,,,,No
CTC227,FR Ryoka,Ryoka,FR,Female,,,,No
CTC233,PvK Carlisle,Carlisle,PvK,Male,,,,No
CTC242,LvD Alec,Alec,LvD,Male,,,,No
CTC243,CM Bluberry,Bluberry,CM,Female,,,,No
CTC244,LvD Mateo,Mateo,LvD,Male,,,,No
CTC246,HM Juniper,Juniper,HM,Female,,,,No
CTC248,Captain Fluff,Captain Fluff,,Male,,,,No
CTC251,AK Glowe,Glowe,AK,Female,,,,No
CTC253,AR Fata Morgana,Fata Morgana,AR,Female,CTC254,CTC255,,No
CTC258,RVE Baco,Baco,RVE,Male,,,,No
CTC259,RVE Mimi,Mimi,RVE,Female,,,,No
CTC260,RVE Scar,Scar,RVE,Male,,,,No
CTC261,PvK Emma,Emma,PvK,Female,,,,No
CTC264,Chicken Wing,Chicken Wing,,Male,,,,No
CTC266,LGM Twilight,Twilight,LGM,Male,,,,No
CTC267,TnS Emiko,Emiko,TnS,Female,,,,Yes
CTC269,RM Banda,Banda,RM,Female,,,,No
CTC271,NOX Rocco,Rocco,NOX,Male,,,,No
CTC272,TRM Diesel,Diesel,TRM,Male,,,,No
CTC276,TnS Likona,Likona,TnS,Female,CTC735,CTC736,,Yes
CTC281,TnS Pikachu,Pikachu,TnS,Male,CTC733,CTC791,,Yes
CTC288,LB Ghost,Ghost,LB,Male,,,,No
CTC292,MK Zigzagoon,Zigzagoon,MK,Female,,,,No
CTC301,TnS Unichi,Unichi,TnS,Male,CTC758,CTC759,,Yes
CTC302,TnS Grandity,Grandity,TnS,Female,CTC764,CTC765,,Yes
CTC304,TnS Erina,Erina,TnS,Female,CTC733,CTC734,,Yes
CTC307,NOX Floyd,Floyd,NOX,Male,,,,No
CTC31,Mysigonek Qasimir,Qasimir,Mysigonek,Male,,,,No
CTC311,TnS Yoshi,Yoshi,TnS,Male,CTC953,CTC954,,Yes
CTC312,BE Avalanche,Avalanche,BE,Female,,,,No
CTC315,RR Ciaran,Ciaran,RR,Female,,,,No
CTC316,NOX Valor,Valor,NOX,Male,,,,No
CTC317,M3 Thalia,Thalia,M3,Female,,,,No
CTC318,PvK Rocky Road,Rocky Road,PvK,Male,,,,No
CTC330,MMM Bucket,Bucket,MMM,Male,CTC529,CTC530,,No
CTC34,SR Scooby,Scooby,SR,Male,,,,No
CTC358,SB Vidar,Vidar,SB,Male,,,,No
CTC359,PvK Marble,Marble,PvK,Female,,,,No
CTC360,M3 Leviathan,Leviathan,M3,Male,,,,No
CTC361,MJ Kappa,Kappa,MJ,Female,,,,No
CTC363,LvD Chiro,Chiro,LvD,Male,,,,No
CTC365,FR Calypso,Calypso,FR,Male,,,,No
CTC366,AK Lexie,Lexie,AK,Female,,,,No
CTC374,CM Briley,Briley,CM,Female,,,,No
CTC376,CM Penny,Penny,CM,Female,,,,No
CTC378,AK Felicity,Felicity,AK,Female,,,,No
CTC38,Mohanah Chedomir,Chedomir,Mohanah,Male,,,,No
CTC400,TnS Kaito,Kaito,TnS,Male,CTC792,CTC794,,Yes
CTC41,CM Noelle,Noelle,CM,Female,,,,No
CTC418,M&M Kitsy,Kitsy,M&M,Female,,,,No
CTC43,HV Mirabel,Mirabel,HV,Female,CTC44,CTC45,,No
CTC47,PvK Loki,Loki,PvK,Male,CTC51,CTC52,,No
CTC48,FF Amelie,Amelie,FF,Female,CTC49,CTC50,,No
CTC483,Unknown,Unknown,,Male,,,,No
CTC484,Shelby,Shelby,,Female,,,,No
CTC497,Macy,Macy,,Female,,,,No
CTC531,Pino,Pino,,Male,,,,No
CTC532,Mother,Mother,,Female,,,,No
CTC56,NOX Spencer,Spencer,NOX,Male,,,,No
CTC58,M3 Cooper,Cooper,M3,Male,,,,No
CTC59,RM Safiya,Safiya,RM,Female,,,,No
CTC60,LH Lucia,Lucia,LH,Female,,,,No
CTC61,MMM Quattro,Quattro,MMM,Male,CTC529,CTC530,,No
CTC62,LH Yara,Yara,LH,Female,,,,No
CTC63,DA MP2-M2,MP2-M2,DA,Male,,,,No
CTC64,NOX Misu,Misu,NOX,Female,,,,No
CTC65,M3 Mottley,Mottley,M3,Male,,,,No
CTC69,RM Breezer,Breezer,RM,Male,,,,No
CTC784,FR Tikka,Tikka,FR,Female,,,,No
CTC787,MMM Iyabo,Iyabo,MMM,Male,CTC789,CTC790,,No
CTC792,TnS Nesshin,Nesshin,TnS,Male,CTC741,CTC742,,Yes
CTC97,M3 Mika,Mika,M3,Female,,,,No
CTC157,PLX Coco,Coco,PLX,Male,CTC158,CTC159,,No
CTC159,PLX Dawa,Dawa,PLX,Female,CTC160,CTC161,,No
CTC170,TnS Kobus,Kobus,TnS,Male,CTC172,CTC173,,Yes
CTC235,KW Nyota,Nyota,KW,Female,CTC236,CTC237,,No
CTC680,M1,M1,,Male,CTC679,CTC630,,Yes
CTC681,F1,F1,,Female,CTC679,CTC630,,Yes
CTC682,F2,F2,,Female,CTC679,CTC630,,Yes
CTC683,M2,M2,,Male,CTC679,CTC630,,Yes
CTC684,M3,M3,,Male,CTC679,CTC630,,Yes
CTC685,F4,F4,,Female,CTC679,CTC630,,Yes
CTC686,F3,F3,,Female,CTC679,CTC630,,Yes
CTC735,TnS Qoro,Qoro,TnS,Male,CTC739,CTC740,,Yes
CTC738,TnS Liyuu,Liyuu,TnS,Female,CTC745,CTC746,,Yes
CTC742,TnS Okiru,Okiru,TnS,Female,CTC753,CTC754,,Yes
CTC758,TnS Zettai,Zettai,TnS,Male,CTC760,CTC761,,Yes
CTC762,TnS Hachiman,Hachiman,TnS,Male,CTC778,CTC779,,Yes
CTC764,TnS Poteto,Poteto,TnS,Male,CTC766,CTC767,,Yes
CTC766,TnS Suiteki,Suiteki,TnS,Male,CTC781,CTC782,,Yes
CTC771,TnS Bakebi,Bakebi,TnS,Female,CTC772,CTC773,,Yes
CTC791,TnS Umai,Umai,TnS,Female,CTC792,CTC793,,Yes
CTC793,TnS Onu,Onu,TnS,Female,CTC753,CTC740,,Yes
CTC951,TnS Nanami,Nanami,TnS,Female,CTC781,CTC780,,Yes
CTC956,TnS Likka,Likka,TnS,Female,CTC950,CTC970,,Yes
CTC957,MLP Brie,Brie,MLP,Male,CTC959,CTC960,,No
CTC981,TnS Bimyo,Bimyo,TnS,Female,CTC781,CTC985,,Yes
CTC982,TnS Shoji,Shoji,TnS,Female,CTC983,CTC984,,Yes
CTC1055,DA Whimsy,Whimsy,DA,Male,CTC63,CTC64,,Yes
CTC1860,SLM's Oddy,Oddy,SLM's,Male,CTC679,CTC630,,Yes
CTC1861,SLM's Pasta,Pasta,SLM's,Male,CTC679,CTC630,,Yes
CTC1968,SLM's Yūzu,Yūzu,SLM's,Male,CTC679,CTC630,,Yes
CTC2244,SLM's Uzu,Uzu,SLM's,Male,CTC679,CTC630,,Yes
CTC2245,SLM's Ted,Ted,SLM's,Male,CTC631,CTC658,,Yes
CTC2246,SLM's Toes,Toes,SLM's,Male,CTC597,CTC628,,Yes
CTC154,JW Ravi,Ravi,JW,Male,,,,Yes
CTC155,MOW Maya,Maya,MOW,Female,,,,Yes
CTC156,MLP Anna,Anna,MLP,Female,CTC157,CTC168,,Yes
CTC172,TnS Jiro,Jiro,TnS,Male,CTC776,CTC777,,Yes
CTC174,TnS Sasori,Sasori,TnS,Male,CTC913,CTC914,,Yes
CTC180,JW Rose,Rose,JW,Female,,,,Yes
CTC182,JW Sara,Sara,JW,Female,,,,Yes
CTC197,BE Brindles,Brindles,BE,Female,,,,No
CTC207,HV Emerald,Emerald,HV,Male,CTC211,CTC212,,No
CTC254,PvK Gimli,Gimli,PvK,Male,,,,No
CTC279,PvK Java,Java,PvK,Female,,,,No
CTC286,LB Blcky,Blcky,LB,Female,,,,No
CTC290,CMM Black Eye White,Black Eye White,CMM,Female,,,,No
CTC295,M&M Praline,Praline,M&M,Female,,,,No
CTC298,TnS Shina,Shina,TnS,Female,CTC878,CTC879,,Yes
CTC30,RM Lola,Lola,RM,Female,,,,No
CTC371,TOM Astrid,Astrid,TOM,Female,,,,No
CTC385,MJ Lila,Lila,MJ,Female,,,,No
CTC44,YR Pride,Pride,YR,Male,,,,No
CTC45,AM Betty,Betty,AM,Female,,,,No
CTC49,FF Red Sable,Red Sable,FF,Male,,,,No
CTC50,FF Jazz,Jazz,FF,Female,,,,No
CTC51,PvK Argente Brindle,Argente Brindle,PvK,Male,,,,No
CTC52,PvK Tricolor,Tricolor,PvK,Female,,,,No
CTC529,TnS Panikku,Panikku,TnS,Male,,,,Yes
CTC530,MMM Daenerys,Daenerys,MMM,Female,,,,No
CTC601,SLM'S Dobby von Zaandam,Dobby von Zaandam,SLM'S,Male,,,,Yes
CTC657,SLM's Cocoa,Cocoa,SLM's,Female,,,,Yes
CTC733,TnS Liichi,Liichi,TnS,Male,CTC735,CTC736,,Yes
CTC734,TnS Fuyumi,Fuyumi,TnS,Female,CTC737,CTC738,,Yes
CTC736,TnS Nozomu,Nozomu,TnS,Female,CTC741,CTC742,,Yes
CTC741,LB Irie,Irie,LB,Male,,,,No
CTC748,TnS Inoko,Inoko,TnS,Female,CTC749,CTC750,,Yes
CTC755,TnS Misuzu,Misuzu,TnS,Female,CTC756,CTC757,,Yes
CTC759,TnS Harumi,Harumi,TnS,Female,CTC762,CTC763,,Yes
CTC765,TnS Peji,Peji,TnS,Female,CTC739,CTC768,,Yes
CTC774,TnS Naoko,Naoko,TnS,Female,CTC174,CTC911,,Yes
CTC780,TnS Natsuki,Natsuki,TnS,Female,CTC912,CTC935,,Yes
CTC789,MMM Abracadabra,Abracadabra,MMM,Male,,,,No
CTC790,MMM A+,A+,MMM,Female,,,,No
CTC794,TnS Noboru,Noboru,TnS,Female,CTC741,CTC742,,Yes
CTC814,PM Bambi,Bambi,PM,Female,,,,Yes
CTC815,PM Splash,Splash,PM,Female,,,,Yes
CTC886,TnS Teruko,Teruko,TnS,Female,CTC887,CTC888,,Yes
CTC899,TnS Mitsurin,Mitsurin,TnS,Female,CTC749,CTC900,,Yes
CTC952,TnS Mizuki,Mizuki,TnS,Female,CTC756,CTC757,,Yes
CTC953,TnS Jigoku,Jigoku,TnS,Male,CTC955,CTC956,,Yes
CTC954,TnS Yuushou,Yuushou,TnS,Female,CTC980,CTC981,,Yes
CTC961,HV Dash,Dash,HV,Male,CTC211,CTC45,,No
CTC971,TnS Kami,Kami,TnS,Female,CTC912,CTC972,,Yes
CTC972,TnS Ibuki,Ibuki,TnS,Female,CTC973,CTC974,,Yes
CTC986,Iwa,Iwa,,Female,,,,No
CTC169,MW Bertus,Bertus,MW,Male,CTC170,CTC171,,No
CTC663,SLM's Blacka,Blacka,SLM's,Female,CTC601,CTC705,,Yes
CTC700,SLM's Big Boy,Big Boy,SLM's,Male,CTC601,CTC701,,Yes
CTC744,TnS Nobu,Nobu,TnS,Female,CTC950,CTC951,,Yes
CTC761,TnS Benihime,Benihime,TnS,Female,CTC745,CTC771,,Yes
CTC955,TnS Dankei,Dankei,TnS,Male,CTC957,CTC958,,Yes
CTC980,TnS Ningyo,Ningyo,TnS,Male,CTC172,CTC982,,Yes
CTC1236,MD Joep,Joep,MD,Male,CTC816,CTC815,,Yes
CTC168,LK Lily Iglehart,Lily Iglehart,LK,Female,CTC169,CTC178,,No
CTC211,HV Annakin,Annakin,HV,Male,CTC215,CTC216,,No
CTC212,HV Catalia,Catalia,HV,Female,CTC213,CTC214,,No
CTC628,SLM'S Steelix,Steelix,SLM'S,Female,CTC703,CTC663,,Yes
CTC679,SLM's No Name,No Name,SLM's,Male,CTC662,CTC664,,Yes
CTC737,TnS Merlin,Merlin,TnS,Male,CTC743,CTC744,,Yes
CTC739,Ray's Ramen,Ramen,Ray's,Male,,,,No
CTC745,LB Oishii,Oishii,LB,Male,,,,No
CTC749,TnS Kiseki,Kiseki,TnS,Male,CTC751,CTC752,,Yes
CTC750,TnS Hiyori,Hiyori,TnS,Female,CTC912,CTC937,,Yes
CTC753,From MouseHouse Amai,Amai,From MouseHouse,Male,,,,No
CTC756,ECLS Kiba,Kiba,ECLS,Male,CTC882,CTC891,,No
CTC757,TnS Terumi,Terumi,TnS,Female,CTC749,CTC942,,Yes
CTC763,FM Sumire,Sumire,FM,Female,CTC896,CTC897,,No
CTC768,TnS Iroha,Iroha,TnS,Female,CTC947,CTC948,,Yes
CTC776,ECLS Hoshi,Hoshi,ECLS,Male,CTC909,CTC910,,No
CTC777,TnS Hanako,Hanako,TnS,Female,CTC894,CTC902,,Yes
CTC779,Ray's Qiqi,Qiqi,Ray's,Female,,,,No
CTC782,TnS Akimi,Akimi,TnS,Female,CTC943,CTC944,,Yes
CTC878,Kuro,Kuro,,Male,CTC880,CTC881,,No
CTC879,ECLS Hiroaki,Hiroaki,ECLS,Female,CTC882,CTC883,,No
CTC887,TnS Fawny,Fawny,TnS,Male,CTC889,CTC890,,Yes
CTC888,TnS Hibiki,Hibiki,TnS,Female,,,,Yes
CTC900,TnS Mizore,Mizore,TnS,Female,CTC901,CTC902,,Yes
CTC911,TnS Ayame,Ayame,TnS,Female,CTC912,CTC752,,Yes
CTC912,C&C Kenshin,Kenshin,C&C,Male,,,,No
CTC913,TnS Guimauve,Guimauve,TnS,Male,CTC892,CTC915,,Yes
CTC914,C&C Suki,Suki,C&C,Female,,,,No
CTC935,TnS Zeroyo,Zeroyo,TnS,Female,CTC905,CTC936,,Yes
CTC950,TnS Misao,Misao,TnS,Male,CTC749,CTC900,,Yes
CTC960,TnS Dolly,Dolly,TnS,Female,CTC901,CTC962,,Yes
CTC973,TnS Wataru,Wataru,TnS,Male,CTC969,CTC946,,Yes
CTC974,TnS Yoko,Yoko,TnS,Female,CTC945,CTC975,,Yes
CTC984,TnS Sunao,Sunao,TnS,Female,CTC901,CTC967,,Yes
CTC662,SLM's HachiMitsu,HachiMitsu,SLM's,Male,CTC703,CTC663,,Yes
CTC664,SLM's Midnight,Midnight,SLM's,Female,CTC700,CTC702,,Yes
CTC967,TnS Himeko,Himeko,TnS,Female,CTC776,CTC968,,Yes
CTC171,MP Sniper,Sniper,MP,Female,,,,No
CTC178,Betty,Betty,,Female,,,,No
CTC213,TU Tygo,Tygo,TU,Male,,,,No
CTC214,TU Maeve,Maeve,TU,Female,,,,No
CTC215,MS Black Elah,Black Elah,MS,Male,,,,No
CTC216,AM Leana,Leana,AM,Female,,,,No
CTC701,SLM's Snow White,Snow White,SLM's,Female,,,,Yes
CTC703,SLM's Onyx,Onyx,SLM's,Male,,,,Yes
CTC705,SLM's Si,Si,SLM's,Female,,,,Yes
CTC743,Ray's Dekret,Dekret,Ray's,Male,,,,No
CTC751,TnS Hiroo,Hiroo,TnS,Male,CTC917,CTC918,,Yes
CTC752,FF Yuko,Yuko,FF,Female,,,,No
CTC816,PM Mika,Mika,PM,Male,,,,Yes
CTC880,Akito,Akito,,Male,,,,No
CTC881,Toriko,Toriko,,Female,,,,No
CTC882,Aki,Aki,,Male,,,,No
CTC883,ECLS Biscotte,Biscotte,ECLS,Female,CTC884,CTC885,,No
CTC889,TnS Shuga,Shuga,TnS,Male,CTC892,CTC893,,Yes
CTC890,ECLS Kyoko,Kyoko,ECLS,Female,CTC882,CTC891,,No
CTC891,ECLS Hikari,Hikari,ECLS,Female,,,,No
CTC892,Jin,Jin,,Male,,,,No
CTC894,Rei,Rei,,Male,,,,No
CTC896,Mohanah Auguste,Auguste,Mohanah,Male,,CTC898,,No
CTC897,MS Prune,Prune,MS,Female,,,,No
CTC901,TnS Mamoru,Mamoru,TnS,Male,CTC903,CTC904,,Yes
CTC902,FF Kotoe,Kotoe,FF,Female,,,,No
CTC905,TnS Bourbillon,Bourbillon,TnS,Male,CTC907,CTC908,,Yes
CTC909,Kinder,Kinder,,Male,,,,No
CTC910,ECLS Ruby,Ruby,ECLS,Female,,,,No
CTC915,TnS Hinata,Hinata,TnS,Female,CTC751,CTC916,,Yes
CTC936,TnS Towa,Towa,TnS,Female,CTC917,CTC918,,Yes
CTC937,TnS Seiko,Seiko,TnS,Female,CTC903,CTC938,,Yes
CTC942,TnS Kanade,Kanade,TnS,Female,CTC903,CTC904,,Yes
CTC943,TnS Asaki,Asaki,TnS,Male,CTC945,CTC946,,Yes
CTC944,TnS Haruna,Haruna,TnS,Female,CTC894,CTC902,,Yes
CTC945,FF Suzaku,Suzaku,FF,Male,,,,No
CTC946,Hymaya,Hymaya,,Female,,,,No
CTC947,Satoru,Satoru,,Male,,,,No
CTC948,Iseko,Iseko,,Female,CTC901,CTC949,,No
CTC958,TnS Yasu,Yasu,TnS,Female,CTC966,CTC967,,Yes
CTC962,TnS Azami,Azami,TnS,Female,CTC945,CTC963,,Yes
CTC969,MoW Yutsuki,Yutsuki,MoW,Male,,,,No
CTC975,TnS Kanon,Kanon,TnS,Female,CTC939,CTC976,,Yes
CTC661,SLM's Sir Fluffington,Sir Fluffington,SLM's,Male,CTC662,CTC664,,Yes
CTC706,SLM's Tijger,Tijger,SLM's,Female,CTC703,CTC704,,Yes
CTC710,SLM's Swoop,Swoop,SLM's,Female,CTC662,CTC664,,No
CTC711,SLM's Spook,Spook,SLM's,Female,CTC662,CTC664,,No
CTC893,TnS Mikan,Mikan,TnS,Female,CTC894,CTC895,,Yes
CTC903,TnS Hikari,Hikari,TnS,Male,CTC905,CTC906,,Yes
CTC940,TnS Takara,Takara,TnS,Female,CTC751,CTC941,,Yes
CTC963,TnS Shigure,Shigure,TnS,Female,CTC894,CTC964,,Yes
CTC968,TnS Wakana,Wakana,TnS,Female,CTC969,CTC946,,Yes
CTC1103,SLM's Dumbo,Dumbo,SLM's,Male,CTC703,CTC704,,No
CTC702,SLM's CupCake,CupCake,SLM's,Female,,,,Yes
CTC884,Biscuit,Biscuit,,Male,,,,No
CTC885,ECLS Rosie,Rosie,ECLS,Female,,,,No
CTC898,MafiaSpade Marvel,Marvel,MafiaSpade,Female,,,,Yes
CTC904,AM Sayuki,Sayuki,AM,Female,,,,No
CTC907,Nozomi,Nozomi,,Male,,,,No
CTC908,Miyuna,Miyuna,,Female,,,,No
CTC916,Rina,Rina,,Female,,,,No
CTC917,TOM Haiko,Haiko,TOM,Male,CTC919,CTC920,,No
CTC918,Kaguya,Kaguya,,Female,,,,No
CTC938,TnS Aoki,Aoki,TnS,Female,CTC939,CTC940,,Yes
CTC939,Zenko,Zenko,,Male,,,,No
CTC949,Melie,Melie,,Female,,,,No
CTC966,Yaki,Yaki,,Male,,,,No
CTC976,TnS Itoe,Itoe,TnS,Female,CTC907,CTC977,,Yes
CTC964,TnS Kumi,Kumi,TnS,Female,CTC917,CTC965,,Yes
CTC1058,DM Raya,Raya,DM,Female,CTC1103,CTC1102,,Yes
CTC1059,DM Shanti,Shanti,DM,Female,CTC1103,CTC1102,,Yes
CTC704,SLM's Oozara,Oozara,SLM's,Female,,,,Yes
CTC895,TnS Mayumi,Mayumi,TnS,Female,,,,Yes
CTC906,Fripouillette,Fripouillette,,Female,,,,No
CTC919,TOM Coeur De Chauffe,Coeur De Chauffe,TOM,Male,CTC921,CTC922,,No
CTC920,Ghost,Ghost,,Female,,,,No
CTC941,Rinku,Rinku,,Female,,,,No
CTC977,TnS Iwako,Iwako,TnS,Female,CTC978,CTC979,,Yes
CTC1102,DM Perdita 2.0,Perdita 2.0,DM,Female,,,,No
CTC921,TOM Tilikum,Tilikum,TOM,Male,CTC923,CTC924,,No
CTC922,FKM Plume d'argent,Plume d'argent,FKM,Female,CTC925,CTC926,,No
CTC965,Etsu,Etsu,,Female,,,,No
CTC978,Kumon,Kumon,,Male,,,,No
CTC979,Akiho,Akiho,,Female,,,,No
CTC923,MS Sourcil,Sourcil,MS,Male,,,,No
CTC924,SIL Mithril,Mithril,SIL,Female,,,,No
CTC925,FKM Marlin,Marlin,FKM,Male,CTC929,CTC930,,No
CTC926,FKM Api,Api,FKM,Female,CTC927,CTC928,,No
CTC927,OHH SplashGordon,SplashGordon,OHH,Male,,,,No
CTC928,MS Skweetheart,Skweetheart,MS,Female,,,,No
CTC929,FKM Jiraiya,Jiraiya,FKM,Male,CTC932,CTC933,,No
CTC930,FKM Ruchka,Ruchka,FKM,Female,CTC927,CTC931,,No
CTC931,FKM Hypnose,Hypnose,FKM,Female,,,,No
CTC932,Aurea's Chinchidou,Chinchidou,Aurea's,Male,,,,No
CTC933,FKM Olovka,Olovka,FKM,Female,CTC934,CTC931,,No
CTC934,BB Nemo,Nemo,BB,Male,,,,No
