ID,Full Name,Owner CTU ID,Owned,Founder Lines
CTC1251,MM J15-M1,CTU2,No,Legacy Red Line; Legacy Brindle Line; Legacy Merle Line 2
CTC1252,MM J15-M4,CTU2,No,Legacy Red Line; Legacy Brindle Line; Legacy Merle Line 2
CTC1253,MM J15-F3,CTU2,No,Legacy Red Line; Legacy Brindle Line; Legacy Merle Line 2
CTC1254,MM J15-F4,CTU2,No,Legacy Red Line; Legacy Brindle Line; Legacy Merle Line 2
CTC1255,MM K15-M1,CTU2,No,Legacy Red Line
CTC1256,MM K15-F2,CTU2,No,Legacy Red Line
CTC1257,MM K15-M3,CTU2,No,Legacy Red Line
CTC1258,MM K15-M5,CTU2,No,Legacy Red Line
CTC1259,MM K15-F1,CTU2,No,Legacy Red Line
CTC126,MM Atari,CTU2,Yes,
CTC1260,MM K15-M4,CTU2,No,Legacy Red Line
CTC1261,MM K15-M2,CTU2,No,Legacy Red Line
CTC1262,MM L15-M5,CTU2,No,Legacy Red Line; Polish Line
CTC1263,MM Lyra,CTU9,Yes,Legacy Red Line; Polish Line
CTC1264,MM L15-M4,CTU2,No,Legacy Red Line; Polish Line
CTC1265,MM L15-F1,CTU2,No,Legacy Red Line; Polish Line
CTC1266,MM L15-M6,CTU2,No,Legacy Red Line; Polish Line
CTC1267,MM L15-M1,CTU2,No,Legacy Red Line; Polish Line
CTC1268,MM L15-M3,CTU2,No,Legacy Red Line; Polish Line
CTC1269,MM L15-F3,CTU2,No,Legacy Red Line; Polish Line
CTC127,MM Yeva,CTU2,Yes,
CTC1270,MM L15-M2,CTU2,No,Legacy Red Line; Polish Line
CTC1271,MM M15-F2,CTU2,No,Legacy Brindle Line; Quattro Line; Pawfriends Line; Daikon Line
CTC1272,MM M15-M2,CTU2,Yes,Legacy Brindle Line; Quattro Line; Pawfriends Line; Daikon Line
CTC1273,MM M15-M1 Elise,CTU2,No,Legacy Brindle Line; Quattro Line; Pawfriends Line; Daikon Line
CTC1274,MM M15-M3,CTU2,No,Legacy Brindle Line; Quattro Line; Pawfriends Line; Daikon Line
CTC1275,MM N15-F2,CTU2,No,Legacy Red Line; Polish Line
CTC1276,MM N15-M1,CTU2,No,Legacy Red Line; Polish Line
CTC1277,MM N15-F1,CTU2,No,Legacy Red Line; Polish Line
CTC1278,MM O15-M1,CTU2,No,Legacy Red Line; Polish Line; Legacy Brindle Line; Legacy Merle Line 2; Broken Line
CTC1279,MM O15-F1,CTU2,No,Legacy Red Line; Polish Line; Legacy Brindle Line; Legacy Merle Line 2; Broken Line
CTC128,MM Zorica Marion,CTU2,No,Legacy Red Line; Quattro Line
CTC1280,MM Polaria,CTU9,Yes,
CTC1281,MM P15-M1,CTU2,No,
CTC1282,MM Pippa,CTU2,No,
CTC1283,MM Poppy,CTU2,No,
CTC1284,MM P15-F3,CTU2,No,
CTC1285,MM P15-M2,CTU2,No,
CTC1286,MM Q15-M1,CTU2,No,Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; New Merle Line; Gianni Line
CTC1287,MM Q15-M2,CTU2,No,Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; New Merle Line; Gianni Line
CTC129,MF Bagel,CTU2,No,Legacy Red Line; Polish Line; Legacy Brindle Line; Legacy Merle Line 2
CTC130,MM Cally,CTU9,Yes,Legacy Red Line; Polish Line; Legacy Brindle Line; Legacy Merle Line 2; Broken Line
CTC131,MM Emory,CTU2,No,Legacy Brindle Line; Legacy Merle Line 2; Broken Line
CTC132,MM Emmy,CTU2,No,Legacy Brindle Line; Legacy Merle Line 2; Broken Line
CTC133,MM Dakota Marion,CTU2,No,Legacy Red Line; Polish Line; Quattro Line
CTC134,MM Dica,CTU2,Yes,Legacy Red Line; Polish Line; Quattro Line
CTC135,MM Deedee,CTU2,Yes,Legacy Red Line; Polish Line; Quattro Line
CTC139,MM Femme,CTU2,Yes,Quattro Line
CTC14,BF Sami,CTU2,Yes,
CTC140,MM Fedora,CTU2,No,Quattro Line
CTC141,MM Ginny,CTU2,Yes,Legacy Red Line; Polish Line; Legacy Brindle Line; Legacy Merle Line 2
CTC142,MM Jazlin,CTU2,Yes,Legacy Red Line; Polish Line
CTC143,MM Jaylee,CTU2,No,Legacy Red Line; Polish Line
CTC144,MF Daifuku,CTU2,Yes,Quattro Line; Pawfriends Line; Daikon Line
CTC145,MM Keira,CTU2,Yes,
CTC146,MM Kadee,CTU2,Yes,
CTC147,MM Lainey,CTU2,Yes,
CTC148,MM London,CTU2,No,
CTC149,MM Leah,CTU2,No,
CTC15,BE Charlie,CTU2,No,
CTC150,MM Maddox,CTU2,Yes,Quattro Line
CTC151,MM Nayeli,CTU2,Yes,
CTC152,MLP Hiro,,Yes,
CTC153,MLP Cara,,Yes,
CTC154,JW Ravi,,Yes,
CTC155,MOW Maya,,Yes,
CTC156,MLP Anna,,Yes,
CTC157,PLX Coco,,No,
CTC158,PLX Cepheus,,No,
CTC159,PLX Dawa,,No,
CTC16,MM Voltari,CTU2,No,
CTC160,PLX Altair,,No,
CTC161,PLX Aysu,,No,
CTC162,MM Vitello Tonato,CTU1,No,
CTC163,LB Chibi,,No,
CTC164,LB Quicksilver,,No,
CTC165,MM Calamari,CTU1,No,
CTC166,MM Halibut,CTU1,No,
CTC167,MM Burrata,CTU1,No,
CTC168,LK Lily Iglehart,,No,
CTC169,MW Bertus,,No,
CTC17,MM Fynn,CTU1,No,Quattro Line
CTC170,TnS Kobus,,Yes,
CTC171,MP Sniper,,No,
CTC172,TnS Jiro,,Yes,
CTC173,TnS Anzu,,Yes,
CTC174,TnS Sasori,,Yes,
CTC175,MM Amako,CTU1,No,
CTC176,MM Jerome,CTU1,No,
CTC177,PvK Lovegood,,No,
CTC178,Betty,,No,
CTC179,MLP Ella,,Yes,
CTC18,MM Fenno,CTU1,No,Quattro Line
CTC180,JW Rose,,Yes,
CTC181,MLP Eric,,Yes,
CTC182,JW Sara,,Yes,
CTC183,MLP Nina,,Yes,
CTC184,MLP Tutu,CTU1,No,Pawfriends Line
CTC185,MM Zodiac,CTU1,No,Legacy Brindle Line; Legacy Merle Line 2
CTC1858,SLM's Iolite,,Yes,Legacy Red Line; Polish Line
CTC186,MM Vision Forward,CTU1,No,Legacy Red Line
CTC1860,SLM's Oddy,,Yes,Legacy Red Line; Polish Line
CTC1861,SLM's Pasta,,Yes,Legacy Red Line; Polish Line
CTC187,MM Umbreon,CTU1,No,Legacy Red Line
CTC188,MM Up2Date,CTU1,No,Legacy Red Line
CTC189,MM Jackpot,CTU1,No,Legacy Brindle Line; Legacy Merle Line 2
CTC19,DA Wonder,CTU5,Yes,
CTC190,MM Topnotch,CTU1,No,Legacy Brindle Line
CTC191,MM Ventura,CTU1,No,Legacy Brindle Line
CTC192,MV Ember,,No,Legacy Merle Line 2
CTC193,MM Skeletor,CTU1,No,Legacy Merle Line 2
CTC194,M3 Mex,,No,
CTC195,MM Inola,CTU1,No,Legacy Merle Line 2
CTC1958,MM R12-M1,CTU2,No,Legacy Red Line
CTC1959,MM R12-M2,CTU2,No,Legacy Red Line
CTC196,CoCM Gifted Spirit,,No,Legacy Merle Line 2
CTC1960,MM R12-M3,CTU2,No,Legacy Red Line
CTC1961,MM R12-F1,CTU2,No,Legacy Red Line
CTC1963,MM R12-F2,CTU2,No,Legacy Red Line
CTC1964,MM R12-F3,CTU2,No,Legacy Red Line
CTC1965,MM R12-F4,CTU2,No,Legacy Red Line
CTC1966,MM R12-F5,CTU2,No,Legacy Red Line
CTC1968,SLM's Yūzu,,Yes,Legacy Red Line; Polish Line
CTC197,BE Brindles,,No,
CTC198,MV Rory,,No,Legacy Merle Line 2
CTC1988,RM Rowan,CTU2,No,
CTC199,PvK Mr. Midnight,,No,
CTC1990,Oh My God,CTU2,No,
CTC1991,TnS Ikuya,CTU2,No,
CTC1992,PvK Snoetje,CTU2,No,
CTC1993,Ocean Breeze,CTU2,No,
CTC20,MF Daikon Marion,CTU2,No,Quattro Line; Pawfriends Line; Daikon Line
CTC200,MM Victoria's Secret,CTU1,No,Legacy Brindle Line
CTC201,MM Yeshua,CTU1,No,
CTC202,CMM Magpie,,No,
CTC203,MM Chocolate Chip Cookie,CTU1,No,
CTC204,MM Starlight Sterre,CTU1,No,
CTC205,HV Hakuna,,No,
CTC206,MM Salt Junior,CTU1,No,
CTC2060,Michel,,Yes,Legacy Red Line; Polish Line; Legacy Brindle Line; Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; Gianni Line
CTC207,HV Emerald,,No,
CTC208,MM Zhaleya,CTU1,No,
CTC209,JW Casanova,,No,
CTC21,MM Knox,CTU24,Yes,
CTC210,TOM Cherise,,No,
CTC211,HV Annakin,,No,
CTC212,HV Catalia,,No,
CTC213,TU Tygo,,No,
CTC214,TU Maeve,,No,
CTC215,MS Black Elah,,No,
CTC2153,MM Nana,CTU1,Yes,
CTC2154,MM Kenny,CTU1,Yes,
CTC2155,MM Mystique,CTU1,Yes,
CTC2156,SB Tutti,CTU2,Yes,
CTC2157,MM Madee,CTU1,Yes,
CTC2158,MM E4-F3,CTU1,Yes,
CTC2159,MM Djennah,CTU1,Yes,
CTC216,AM Leana,,No,
CTC2160,MM N2-M4,CTU1,Yes,
CTC2161,MM Sadie,CTU1,Yes,
CTC2162,MM N2-F2,CTU1,Yes,
CTC2163,MM Gavin,CTU1,Yes,
CTC2164,MM W2-F3,CTU1,Yes,
CTC2165,PvK Hardy,CTU2,Yes,
CTC2166,MM Indigo,CTU1,Yes,
CTC2167,MGF Hairo,CTU2,Yes,
CTC2168,MM I4-F1,CTU1,Yes,
CTC2169,MM I4-F2,CTU1,Yes,
CTC217,MM Caramel Swirl,CTU1,No,
CTC2170,MM I4-F3,CTU1,Yes,
CTC2171,FR Xatu,CTU2,Yes,
CTC2172,MM Bindi,CTU1,Yes,
CTC2173,MM Naya,CTU1,Yes,
CTC2174,MM Moffel,CTU1,Yes,
CTC2175,MM Gaga,CTU1,Yes,
CTC2176,MM Pip,CTU1,Yes,
CTC2177,AR Rebel,CTU2,Yes,
CTC2178,MM Q2-M1,CTU1,Yes,
CTC2179,FR Remy,CTU2,Yes,
CTC218,CM Bellatrix,,No,
CTC2180,MM Senne,CTU1,Yes,
CTC2181,MM Sjors,CTU1,Yes,
CTC2182,PvK Boo,CTU2,Yes,
CTC2183,MM Teddie,CTU1,Yes,
CTC2184,CM Silke,CTU2,Yes,
CTC2185,MM Tomoe,CTU1,Yes,
CTC2186,MM Sango,CTU1,Yes,
CTC2187,MM J5-M4,CTU1,Yes,
CTC2188,MM J5-F4,CTU1,Yes,
CTC2189,MM Ichiyo,CTU1,Yes,
CTC219,DM Domino,,No,
CTC2190,MM Komijn,CTU1,Yes,
CTC2191,MM Chiharu,CTU1,Yes,
CTC2192,MM Himeka,CTU1,Yes,
CTC2193,MM Eiko,CTU1,Yes,
CTC2194,FF Baron,CTU2,Yes,
CTC2195,PvK Mascha,CTU2,Yes,
CTC2196,PvK Gemma,CTU2,Yes,
CTC2197,PvK Finn,CTU2,Yes,
CTC2198,BE Dena,CTU2,Yes,
CTC2199,MM Belle,CTU1,Yes,
CTC22,MM Laszlo,CTU2,No,
CTC220,MM Pador,CTU1,No,
CTC2200,PvK Ravi,CTU2,Yes,
CTC2201,MS Levi,CTU2,Yes,
CTC2202,MM Vince,CTU1,Yes,
CTC2203,MM Jezebel,CTU1,Yes,
CTC2206,BSR Skye,CTU2,Yes,
CTC2207,MM Golden Brown,CTU1,Yes,
CTC2208,JW Devon,CTU2,Yes,
CTC2209,SA Destiny,CTU2,Yes,
CTC221,MM Laluna,CTU1,No,
CTC2210,MM Dante's Inferno,CTU1,Yes,
CTC2211,MM Fudge,CTU1,Yes,
CTC2212,AM Ruby,CTU2,Yes,
CTC2213,MM Flynn Rider,CTU1,Yes,
CTC2214,AM Senna,CTU2,Yes,
CTC2215,MM Pepper,CTU1,Yes,
CTC2217,MOW Flip,CTU2,Yes,
CTC2218,MOW Jasmin,CTU2,Yes,
CTC2219,MM Blue Tan,CTU1,Yes,
CTC222,MM Universe,CTU1,No,
CTC2220,MM Sweetpea,CTU1,Yes,
CTC2221,FF King,CTU2,Yes,
CTC2222,Cami,CTU2,Yes,
CTC2223,MM Sheera,CTU1,Yes,
CTC2224,TOM Kalani,CTU2,Yes,
CTC2225,PvK Rosemary,CTU2,Yes,
CTC2226,MM Elle,CTU2,Yes,
CTC2229,FR Sierra,CTU2,Yes,
CTC223,LvD Felix,,No,
CTC2230,MM Maisy,CTU2,Yes,
CTC224,PvK Gracie,,No,
CTC2240,SB Emmett,CTU2,Yes,
CTC2241,FR Azula,CTU2,Yes,
CTC2242,MM Sinne,CTU2,Yes,
CTC2244,SLM's Uzu,,Yes,Legacy Red Line; Polish Line
CTC2245,SLM's Ted,,Yes,Legacy Red Line; Polish Line
CTC2246,SLM's Toes,,Yes,Legacy Red Line; Polish Line
CTC225,MM Hayley,CTU1,No,
CTC226,MM Percy Plumeau,CTU1,No,
CTC227,FR Ryoka,,No,
CTC228,MM Imperial Stout,CTU1,No,
CTC229,MM Yours Truly,CTU1,No,
CTC23,MM Legend,CTU2,No,
CTC230,MM Abundance,CTU1,No,
CTC231,CMM Cinnamon Toast,,No,
CTC232,MM Chico,CTU1,No,
CTC233,PvK Carlisle,,No,
CTC234,MM Sjors,CTU1,No,
CTC235,KW Nyota,,No,
CTC236,KW Yoshi,,No,
CTC237,KW Kimi,,No,
CTC238,MM Taiyo,CTU1,No,
CTC239,MM Eevee,CTU1,No,
CTC24,MM Mickah,CTU1,No,Quattro Line
CTC240,MM Fallon,CTU1,No,
CTC241,MM Luciana,CTU1,No,
CTC242,LvD Alec,,No,
CTC243,CM Bluberry,,No,
CTC244,LvD Mateo,,No,
CTC245,MM Bluet,CTU1,No,
CTC246,HM Juniper,,No,
CTC247,MM Abeltje,CTU1,No,
CTC248,Captain Fluff,,No,
CTC249,MM Hope,CTU1,No,
CTC25,MM Nolan,CTU2,Yes,
CTC250,MM Saydie,CTU1,No,
CTC251,AK Glowe,,No,
CTC252,MM Peter,CTU1,No,
CTC253,AR Fata Morgana,,No,
CTC254,PvK Gimli,,No,
CTC255,AR Gaia,,No,
CTC256,MM Odin,CTU1,No,
CTC257,MM Arwen,CTU1,No,
CTC258,RVE Baco,,No,
CTC259,RVE Mimi,,No,
CTC26,RM Toby,,Yes,Legacy Red Line; Polish Line
CTC260,RVE Scar,,No,
CTC261,PvK Emma,,No,
CTC262,MM Jumpstart,CTU1,No,Legacy Brindle Line; Legacy Merle Line 2
CTC263,MM Taragon,CTU1,No,Legacy Brindle Line
CTC264,Chicken Wing,,No,
CTC265,MM Ambrosia,CTU1,No,New Merle Line
CTC266,LGM Twilight,,No,
CTC267,TnS Emiko,,Yes,
CTC268,MM Kingfish,CTU1,No,Legacy Merle Line 1; Legacy Merle Line 2
CTC269,RM Banda,,No,Banded Line
CTC270,MM Awesome Curls,CTU1,No,Legacy Red Line; Polish Line
CTC271,NOX Rocco,,No,
CTC272,TRM Diesel,,No,Broken Line
CTC273,MM Toretto,CTU1,No,Legacy Brindle Line; Legacy Merle Line 2; Broken Line
CTC274,MM Oddball,CTU1,No,Legacy Brindle Line; Legacy Merle Line 2; Broken Line
CTC275,MM Whats'up Dog,CTU1,No,Legacy Merle Line 2
CTC276,TnS Likona,,Yes,
CTC277,MM Queen of Hearts,CTU1,No,Legacy Merle Line 2
CTC278,MM Poco Loco,CTU1,No,Legacy Brindle Line; Legacy Merle Line 2; Broken Line
CTC279,PvK Java,,No,
CTC28,MM Nautica,CTU1,No,
CTC280,RM Mia,,No,Legacy Brindle Line; Legacy Merle Line 2; Broken Line
CTC281,TnS Pikachu,,Yes,
CTC282,MM Royal Sunshine,CTU1,No,Legacy Brindle Line
CTC283,MM Quincy,CTU1,No,Legacy Brindle Line; Legacy Merle Line 2
CTC284,RM Jordana,,No,Legacy Brindle Line; Legacy Merle Line 2; Broken Line
CTC285,MM Flame,CTU1,No,
CTC286,LB Blcky,,No,
CTC287,LB Rhedija,,No,
CTC288,LB Ghost,,No,
CTC289,MM Red Hot Firecracker,CTU1,No,
CTC29,MM Hodor,CTU1,No,Legacy Red Line; Polish Line
CTC290,CMM Black Eye White,,No,
CTC291,CMM Masked Flame,,No,
CTC292,MK Zigzagoon,,No,
CTC293,MM Zipper,CTU1,No,
CTC294,MM Kadeem,CTU1,No,Legacy Red Line
CTC295,M&M Praline,,No,
CTC296,M&M Samara,,No,Legacy Red Line
CTC297,M&M Farah,,No,Legacy Red Line
CTC298,TnS Shina,,Yes,
CTC299,TnS Kozue,,Yes,
CTC30,RM Lola,,No,
CTC300,M&M Leila,,No,Legacy Red Line
CTC301,TnS Unichi,,Yes,
CTC302,TnS Grandity,,Yes,
CTC303,MM Nero,CTU1,No,
CTC304,TnS Erina,,Yes,
CTC305,MM Gameboy,CTU1,No,
CTC306,RM Darcy,,No,Legacy Red Line; Polish Line
CTC307,NOX Floyd,,No,
CTC308,MM Itsy Bitsy,CTU1,No,Legacy Brindle Line
CTC309,MM Ultra Vox,CTU1,No,Legacy Red Line
CTC31,Mysigonek Qasimir,,No,Polish Line
CTC310,MM White Magic,CTU1,No,Legacy Red Line; Polish Line
CTC311,TnS Yoshi,,Yes,
CTC312,BE Avalanche,,No,
CTC313,MM Dazzle Dream,CTU1,No,
CTC314,MM Uros,CTU1,No,Legacy Red Line; Polish Line
CTC315,RR Ciaran,,No,
CTC316,NOX Valor,,No,
CTC317,M3 Thalia,,No,
CTC318,PvK Rocky Road,,No,
CTC319,MM Keepsake,CTU1,No,Legacy Red Line
CTC32,MM Uptown Girl,CTU1,No,Legacy Red Line
CTC320,MM Just a Flirt,CTU1,No,Legacy Red Line
CTC321,MM Texmex,CTU1,No,Legacy Red Line; Polish Line
CTC322,MM What the Fluff,CTU1,No,Legacy Red Line; Polish Line
CTC323,MM Taco,CTU1,No,Legacy Red Line; Polish Line; Legacy Brindle Line; Legacy Merle Line 2
CTC324,RM Letty,,No,Legacy Brindle Line; Legacy Merle Line 2; Broken Line
CTC325,RM Pardoes,,No,Legacy Brindle Line; Legacy Merle Line 2; Broken Line
CTC326,RM Poppy,,No,Legacy Brindle Line; Legacy Merle Line 2; Broken Line
CTC327,MM Unica,CTU1,No,Legacy Red Line; Polish Line
CTC328,MM Winnie the Blue,CTU1,No,Legacy Red Line; Polish Line; Legacy Brindle Line; Legacy Merle Line 2
CTC329,MM Parker,CTU1,No,Legacy Red Line; Polish Line
CTC330,MMM Bucket,,No,Quattro Line
CTC331,Sofia,CTU1,No,
CTC336,MM Burrito,CTU1,No,Legacy Red Line; Polish Line
CTC337,MF Almond,CTU5,Yes,Legacy Red Line; Polish Line; Quattro Line
CTC338,MM Triple X,CTU1,No,Legacy Red Line; Polish Line; Legacy Brindle Line; Legacy Merle Line 2
CTC339,MM Caviar Cracker,CTU1,No,Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; Gianni Line
CTC34,SR Scooby,,No,
CTC340,MF Curry,,No,Legacy Red Line; Polish Line; Legacy Brindle Line; Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; Gianni Line
CTC341,MM Neela,CTU2,Yes,Legacy Red Line; Polish Line; Legacy Brindle Line; Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; Quattro Line; Gianni Line
CTC342,MM Nameless Kassy,CTU2,No,Legacy Red Line; Polish Line; Legacy Brindle Line; Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; Quattro Line; Gianni Line
CTC343,MM Sassy Marion,CTU2,No,Legacy Red Line; Polish Line; Legacy Brindle Line; Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; Quattro Line; Gianni Line
CTC344,MM Calico,CTU2,Yes,New Merle Line
CTC345,MM Primadonna,CTU2,Yes,New Merle Line
CTC346,MM Cruella,CTU5,Yes,New Merle Line
CTC347,MM Qutie,CTU2,Yes,Legacy Red Line; Polish Line
CTC348,MM Quana,CTU2,Yes,Legacy Red Line; Polish Line
CTC349,MM Royce,CTU2,Yes,Legacy Red Line; Legacy Brindle Line; Legacy Merle Line 2
CTC35,MM Nugget,CTU1,No,Legacy Red Line
CTC350,MM Ryder,CTU2,Yes,Legacy Red Line; Legacy Brindle Line; Legacy Merle Line 2
CTC351,MM Rogue,CTU2,Yes,Legacy Red Line; Legacy Brindle Line; Legacy Merle Line 2
CTC352,MM Ramona,CTU2,Yes,Legacy Red Line; Legacy Brindle Line; Legacy Merle Line 2
CTC353,MM Special,CTU2,Yes,Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; New Merle Line; Gianni Line
CTC354,MM Sunny,CTU2,Yes,Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; New Merle Line; Gianni Line
CTC355,MM Tapioka,CTU2,No,Legacy Red Line; Legacy Brindle Line; Legacy Merle Line 2
CTC358,SB Vidar,,No,
CTC359,PvK Marble,,No,
CTC36,MM Quantum,CTU1,No,
CTC360,M3 Leviathan,,No,
CTC361,MJ Kappa,,No,
CTC362,MM Chica,CTU1,No,
CTC363,LvD Chiro,,No,
CTC364,MM Yuri,CTU1,No,
CTC365,FR Calypso,,No,
CTC366,AK Lexie,,No,
CTC367,MM Miuna,CTU1,No,
CTC368,MM Pip,CTU1,No,
CTC369,MM Fuyuki,CTU1,No,
CTC37,CMM Wildfire,,No,Legacy Red Line
CTC370,MM Ghimly,CTU1,No,
CTC371,TOM Astrid,,No,
CTC372,TOM Zola,,No,
CTC373,MM Glennfiddich,CTU1,No,
CTC374,CM Briley,,No,
CTC375,MM Hayao,CTU1,No,
CTC376,CM Penny,,No,
CTC377,MM Ryu,CTU1,No,
CTC378,AK Felicity,,No,
CTC379,MM Hogara,CTU1,No,
CTC38,Mohanah Chedomir,,No,
CTC380,MM Atlas,CTU1,No,
CTC381,MM Peyton,CTU1,No,
CTC382,MM Naomi,CTU1,No,
CTC383,FS Rogan,,No,
CTC384,MM Brindle Pied,CTU1,No,
CTC385,MJ Lila,,No,
CTC386,CMM Hot Spot,,No,
CTC387,MM Flogging Molly,CTU1,No,
CTC39,TnS Black Belle,,Yes,
CTC394,MM Tater Tot,CTU1,No,Legacy Brindle Line
CTC395,MM Touchdown,CTU1,No,Legacy Brindle Line
CTC396,MM Unicat,CTU1,No,Legacy Red Line
CTC397,MM Whoop Whoop,CTU1,No,Legacy Merle Line 2
CTC398,MM Legend of Zelda,CTU1,No,Legacy Brindle Line; Legacy Merle Line 2
CTC399,MM Lucky Chance,CTU1,No,Legacy Brindle Line; Legacy Merle Line 2
CTC40,MM Kinnori,CTU1,No,
CTC400,TnS Kaito,,Yes,
CTC401,MM Maddie's Maiden,CTU1,No,
CTC402,MM Mango Vista,CTU1,No,
CTC403,MM Marshmallow,CTU1,No,
CTC404,MM Nanook,CTU1,No,
CTC405,MM Odyssee,CTU1,No,Legacy Brindle Line; Legacy Merle Line 2; Broken Line
CTC406,MM Oppy,CTU1,No,Legacy Brindle Line; Legacy Merle Line 2; Broken Line
CTC408,MM Quava,CTU1,No,Legacy Merle Line 2
CTC409,MM Reggie Pride,CTU1,No,Legacy Brindle Line
CTC41,CM Noelle,,No,
CTC410,MM Ravin' Renegade,CTU1,No,Legacy Brindle Line
CTC411,MM Raichu,CTU1,No,Legacy Brindle Line
CTC412,MM Raggedy Anne,CTU1,No,Legacy Brindle Line
CTC413,MM Teddy Boy,CTU1,No,Legacy Brindle Line
CTC414,MM T11-F1,CTU1,No,Legacy Brindle Line
CTC415,MM Treasure Hunt,CTU1,No,Legacy Brindle Line
CTC416,MM Tuxedo Teaser,CTU1,No,Legacy Brindle Line
CTC417,MM Two to Tango,CTU1,No,Legacy Brindle Line
CTC418,M&M Kitsy,,No,
CTC419,MM Ulterior Motive,CTU1,No,Legacy Red Line
CTC42,MM Wicked,CTU1,No,
CTC420,MM Uniquely Different,CTU1,No,Legacy Red Line
CTC421,MM Unicorn Glitter,CTU1,No,Legacy Red Line
CTC422,MM Uno Reverse,CTU1,No,Legacy Red Line
CTC423,MM U11-F5,CTU1,No,Legacy Red Line
CTC424,MM Under the Radar,CTU1,No,Legacy Red Line
CTC425,MM Splash,CTU1,No,Legacy Red Line
CTC426,MM U11-F8,CTU1,No,Legacy Red Line
CTC427,MM Pinky,CTU1,No,Legacy Red Line
CTC428,MM Uncharted Territory,CTU1,No,Legacy Red Line
CTC429,MM V for Vendetta,CTU1,No,Legacy Red Line
CTC43,HV Mirabel,,No,
CTC430,MM Valentino,CTU1,No,Legacy Red Line
CTC431,MM Vanilla Ice,CTU1,No,Legacy Red Line
CTC432,MM Vibrant Memory,CTU1,No,Legacy Red Line
CTC433,MM Pippin,CTU1,No,Legacy Red Line; Polish Line
CTC434,MM Wannabe Wistar,CTU1,No,Legacy Red Line; Polish Line
CTC435,MM Wildcard,CTU1,No,Legacy Red Line; Polish Line
CTC436,MM Work of Art,CTU1,No,Legacy Red Line; Polish Line
CTC437,MM Rickon,CTU1,No,Legacy Red Line; Polish Line
CTC438,MM Aqua,CTU1,No,Legacy Red Line
CTC439,MM Black Betty,CTU1,No,Legacy Red Line
CTC44,YR Pride,,No,
CTC440,MM Bronze Beauty,CTU1,No,Legacy Red Line
CTC441,MM Butt Fluff,CTU1,No,Legacy Red Line
CTC442,MM Zorino,CTU1,No,Legacy Brindle Line; Legacy Merle Line 2
CTC443,MM Zylan,CTU1,No,Legacy Brindle Line; Legacy Merle Line 2
CTC444,MM Z11-F2,CTU1,No,Legacy Brindle Line; Legacy Merle Line 2
CTC445,MM Z11-F1,CTU1,No,Legacy Brindle Line; Legacy Merle Line 2
CTC446,MM Diva,CTU1,No,Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; Gianni Line
CTC447,MM Okki,CTU1,No,Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; Gianni Line
CTC448,MM Sterrin,CTU1,No,Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; Gianni Line
CTC449,MM Storm,CTU1,No,Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; Gianni Line
CTC45,AM Betty,,No,
CTC450,MM Tippy,CTU1,No,Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; Gianni Line
CTC454,MM Mickey,CTU1,No,Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; Gianni Line
CTC455,MM Chalked Up,CTU1,No,Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; Gianni Line
CTC457,MM Campina,CTU1,No,Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; Gianni Line
CTC46,MM Sundae Caramel,CTU1,No,
CTC460,MM Choco,CTU1,No,Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; Gianni Line
CTC461,MM Cafe Noir,CTU1,No,Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; Gianni Line
CTC463,MM Cameo,CTU1,No,Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; Gianni Line
CTC464,MM Clueless,CTU1,No,Legacy Merle Line 1; Legacy Merle Line 2; Banded Line; Gianni Line
CTC465,MM Devon Rex,CTU1,No,
CTC466,MM Dairy Queen,CTU1,No,
CTC47,PvK Loki,,No,
CTC473,MM Ivy League,CTU1,No,Legacy Brindle Line
CTC474,MM Lyra,CTU1,No,Legacy Merle Line 2
CTC475,MM Livvy,CTU1,No,Legacy Merle Line 2
